ticket_external_ref,author_email,body,created_at
J-0525,alex@yourcompany.com,Replacement shipment created. Tracking will be added once the label scans.,2025-09-05T15:40:46
J-0525,jordan@yourcompany.com,Thanks for the report—can you share a 10–15s clip of the ignition attempt?,2025-08-18T15:40:46
J-0526,alex@yourcompany.com,Reproduced internally. Investigating regulator behavior in low temps.,2025-07-29T15:40:46
J-0526,sam@yourcompany.com,Replacement shipment created. Tracking will be added once the label scans.,2025-07-28T15:40:46
J-0527,sam@yourcompany.com,Replacement shipment created. Tracking will be added once the label scans.,2025-07-19T15:40:46
J-0527,alex@yourcompany.com,Could you confirm if the inline filter was cleaned before the test?,2025-07-15T15:40:46
J-0528,alex@yourcompany.com,We’ve seen this at altitude. Please try opening the gas valve slightly more and confirm.,2025-07-22T15:40:46
J-0528,devon@yourcompany.com,We’ve seen this at altitude. Please try opening the gas valve slightly more and confirm.,2025-08-16T15:40:46
J-0528,sam@yourcompany.com,Docs updated with a troubleshooting step; linking internally for QA.,2025-07-21T15:40:46
J-0529,sam@yourcompany.com,Replacement shipment created. Tracking will be added once the label scans.,2025-08-22T15:40:46
J-0530,devon@yourcompany.com,Replacement shipment created. Tracking will be added once the label scans.,2025-07-29T15:40:46
J-0531,taylor@yourcompany.com,Reproduced internally. Investigating regulator behavior in low temps.,2025-07-28T15:40:46
J-0532,jordan@yourcompany.com,We’ve seen this at altitude. Please try opening the gas valve slightly more and confirm.,2025-07-13T15:40:46
J-0532,jordan@yourcompany.com,Docs updated with a troubleshooting step; linking internally for QA.,2025-08-02T15:40:46
J-0532,devon@yourcompany.com,Docs updated with a troubleshooting step; linking internally for QA.,2025-08-19T15:40:46
J-0533,taylor@yourcompany.com,We’ve seen this at altitude. Please try opening the gas valve slightly more and confirm.,2025-07-25T15:40:46
J-0534,taylor@yourcompany.com,Reproduced internally. Investigating regulator behavior in low temps.,2025-07-24T15:40:46
J-0535,sam@yourcompany.com,Thanks for the report—can you share a 10–15s clip of the ignition attempt?,2025-07-17T15:40:46
J-0535,taylor@yourcompany.com,Thanks for the report—can you share a 10–15s clip of the ignition attempt?,2025-09-07T15:40:46
J-0536,taylor@yourcompany.com,We’ve seen this at altitude. Please try opening the gas valve slightly more and confirm.,2025-07-12T15:40:46
J-0537,sam@yourcompany.com,Could you confirm if the inline filter was cleaned before the test?,2025-08-26T15:40:46
J-0538,alex@yourcompany.com,Replacement shipment created. Tracking will be added once the label scans.,2025-07-17T15:40:46
J-0538,jordan@yourcompany.com,We’ve seen this at altitude. Please try opening the gas valve slightly more and confirm.,2025-07-14T15:40:46
J-0539,alex@yourcompany.com,Replacement shipment created. Tracking will be added once the label scans.,2025-08-20T15:40:46
J-0540,taylor@yourcompany.com,Reproduced internally. Investigating regulator behavior in low temps.,2025-08-09T15:40:46
J-0541,sam@yourcompany.com,We’ve seen this at altitude. Please try opening the gas valve slightly more and confirm.,2025-08-25T15:40:46
J-0541,jordan@yourcompany.com,Reproduced internally. Investigating regulator behavior in low temps.,2025-07-17T15:40:46
J-0542,sam@yourcompany.com,Docs updated with a troubleshooting step; linking internally for QA.,2025-08-27T15:40:46
J-0542,jordan@yourcompany.com,We’ve seen this at altitude. Please try opening the gas valve slightly more and confirm.,2025-07-14T15:40:46
J-0542,jordan@yourcompany.com,Reproduced internally. Investigating regulator behavior in low temps.,2025-09-04T15:40:46
J-0543,alex@yourcompany.com,We’ve seen this at altitude. Please try opening the gas valve slightly more and confirm.,2025-07-12T15:40:46
J-0543,jordan@yourcompany.com,Replacement shipment created. Tracking will be added once the label scans.,2025-08-11T15:40:46
J-0543,devon@yourcompany.com,Replacement shipment created. Tracking will be added once the label scans.,2025-08-11T15:40:46
J-0544,jordan@yourcompany.com,We’ve seen this at altitude. Please try opening the gas valve slightly more and confirm.,2025-07-15T15:40:46
J-0545,devon@yourcompany.com,We’ve seen this at altitude. Please try opening the gas valve slightly more and confirm.,2025-08-07T15:40:46
J-0545,taylor@yourcompany.com,Thanks for the report—can you share a 10–15s clip of the ignition attempt?,2025-08-15T15:40:46
J-0546,alex@yourcompany.com,Docs updated with a troubleshooting step; linking internally for QA.,2025-08-31T15:40:46
J-0546,taylor@yourcompany.com,Thanks for the report—can you share a 10–15s clip of the ignition attempt?,2025-08-19T15:40:46
J-0546,alex@yourcompany.com,Docs updated with a troubleshooting step; linking internally for QA.,2025-08-10T15:40:46
J-0547,sam@yourcompany.com,Replacement shipment created. Tracking will be added once the label scans.,2025-09-03T15:40:46
J-0548,taylor@yourcompany.com,We’ve seen this at altitude. Please try opening the gas valve slightly more and confirm.,2025-07-19T15:40:46
J-0548,taylor@yourcompany.com,Could you confirm if the inline filter was cleaned before the test?,2025-08-31T15:40:46
J-0548,sam@yourcompany.com,Reproduced internally. Investigating regulator behavior in low temps.,2025-07-18T15:40:46
J-0549,devon@yourcompany.com,Replacement shipment created. Tracking will be added once the label scans.,2025-09-04T15:40:46
J-0549,sam@yourcompany.com,Docs updated with a troubleshooting step; linking internally for QA.,2025-08-20T15:40:46
J-0550,sam@yourcompany.com,Reproduced internally. Investigating regulator behavior in low temps.,2025-08-31T15:40:46
J-0550,sam@yourcompany.com,Docs updated with a troubleshooting step; linking internally for QA.,2025-08-05T15:40:46
J-0551,taylor@yourcompany.com,We’ve seen this at altitude. Please try opening the gas valve slightly more and confirm.,2025-08-20T15:40:46
J-0551,devon@yourcompany.com,Replacement shipment created. Tracking will be added once the label scans.,2025-08-09T15:40:46
J-0552,devon@yourcompany.com,Could you confirm if the inline filter was cleaned before the test?,2025-07-23T15:40:46
J-0553,jordan@yourcompany.com,Thanks for the report—can you share a 10–15s clip of the ignition attempt?,2025-08-31T15:40:46
J-0554,devon@yourcompany.com,Docs updated with a troubleshooting step; linking internally for QA.,2025-08-18T15:40:46
J-0555,taylor@yourcompany.com,Thanks for the report—can you share a 10–15s clip of the ignition attempt?,2025-07-26T15:40:46
J-0555,taylor@yourcompany.com,We’ve seen this at altitude. Please try opening the gas valve slightly more and confirm.,2025-07-15T15:40:46
J-0555,alex@yourcompany.com,Thanks for the report—can you share a 10–15s clip of the ignition attempt?,2025-07-28T15:40:46
J-0556,taylor@yourcompany.com,Replacement shipment created. Tracking will be added once the label scans.,2025-08-21T15:40:46
J-0556,jordan@yourcompany.com,Reproduced internally. Investigating regulator behavior in low temps.,2025-08-27T15:40:46
J-0557,taylor@yourcompany.com,Could you confirm if the inline filter was cleaned before the test?,2025-08-18T15:40:46
J-0557,alex@yourcompany.com,We’ve seen this at altitude. Please try opening the gas valve slightly more and confirm.,2025-07-22T15:40:46
J-0558,taylor@yourcompany.com,Thanks for the report—can you share a 10–15s clip of the ignition attempt?,2025-08-31T15:40:46
J-0559,alex@yourcompany.com,Replacement shipment created. Tracking will be added once the label scans.,2025-07-25T15:40:46
J-0559,jordan@yourcompany.com,Replacement shipment created. Tracking will be added once the label scans.,2025-07-22T15:40:46
J-0560,alex@yourcompany.com,Reproduced internally. Investigating regulator behavior in low temps.,2025-08-02T15:40:46
J-0561,sam@yourcompany.com,Thanks for the report—can you share a 10–15s clip of the ignition attempt?,2025-08-16T15:40:46
J-0562,devon@yourcompany.com,Docs updated with a troubleshooting step; linking internally for QA.,2025-07-27T15:40:46
J-0562,devon@yourcompany.com,Could you confirm if the inline filter was cleaned before the test?,2025-08-29T15:40:46
J-0563,taylor@yourcompany.com,Thanks for the report—can you share a 10–15s clip of the ignition attempt?,2025-09-10T15:40:46
J-0563,jordan@yourcompany.com,Docs updated with a troubleshooting step; linking internally for QA.,2025-08-13T15:40:46
J-0564,taylor@yourcompany.com,Thanks for the report—can you share a 10–15s clip of the ignition attempt?,2025-09-08T15:40:46
J-0565,jordan@yourcompany.com,Docs updated with a troubleshooting step; linking internally for QA.,2025-08-21T15:40:46
J-0565,jordan@yourcompany.com,Reproduced internally. Investigating regulator behavior in low temps.,2025-07-23T15:40:46
J-0565,alex@yourcompany.com,Could you confirm if the inline filter was cleaned before the test?,2025-08-24T15:40:46
J-0566,jordan@yourcompany.com,Reproduced internally. Investigating regulator behavior in low temps.,2025-08-18T15:40:46
J-0566,alex@yourcompany.com,Replacement shipment created. Tracking will be added once the label scans.,2025-07-24T15:40:46
J-0566,taylor@yourcompany.com,Docs updated with a troubleshooting step; linking internally for QA.,2025-07-27T15:40:46
J-0567,jordan@yourcompany.com,Could you confirm if the inline filter was cleaned before the test?,2025-08-31T15:40:46
J-0568,devon@yourcompany.com,Reproduced internally. Investigating regulator behavior in low temps.,2025-08-19T15:40:46
J-0569,sam@yourcompany.com,Reproduced internally. Investigating regulator behavior in low temps.,2025-07-30T15:40:46
J-0569,taylor@yourcompany.com,Could you confirm if the inline filter was cleaned before the test?,2025-07-15T15:40:46
J-0569,alex@yourcompany.com,We’ve seen this at altitude. Please try opening the gas valve slightly more and confirm.,2025-08-28T15:40:46
J-0570,jordan@yourcompany.com,Replacement shipment created. Tracking will be added once the label scans.,2025-08-03T15:40:46
J-0571,taylor@yourcompany.com,We’ve seen this at altitude. Please try opening the gas valve slightly more and confirm.,2025-09-06T15:40:46
J-0571,devon@yourcompany.com,Could you confirm if the inline filter was cleaned before the test?,2025-08-11T15:40:46
J-0571,taylor@yourcompany.com,Docs updated with a troubleshooting step; linking internally for QA.,2025-07-28T15:40:46
J-0572,jordan@yourcompany.com,We’ve seen this at altitude. Please try opening the gas valve slightly more and confirm.,2025-07-15T15:40:46
J-0572,taylor@yourcompany.com,Thanks for the report—can you share a 10–15s clip of the ignition attempt?,2025-09-03T15:40:46
J-0573,alex@yourcompany.com,Could you confirm if the inline filter was cleaned before the test?,2025-09-02T15:40:46
J-0573,sam@yourcompany.com,Docs updated with a troubleshooting step; linking internally for QA.,2025-07-24T15:40:46
J-0573,sam@yourcompany.com,We’ve seen this at altitude. Please try opening the gas valve slightly more and confirm.,2025-07-18T15:40:46
J-0574,taylor@yourcompany.com,Reproduced internally. Investigating regulator behavior in low temps.,2025-08-30T15:40:46
J-0574,devon@yourcompany.com,Docs updated with a troubleshooting step; linking internally for QA.,2025-08-05T15:40:46
J-0575,devon@yourcompany.com,Docs updated with a troubleshooting step; linking internally for QA.,2025-08-25T15:40:46
J-0576,alex@yourcompany.com,Reproduced internally. Investigating regulator behavior in low temps.,2025-09-08T15:40:46
J-0576,devon@yourcompany.com,We’ve seen this at altitude. Please try opening the gas valve slightly more and confirm.,2025-07-12T15:40:46
J-0577,devon@yourcompany.com,We’ve seen this at altitude. Please try opening the gas valve slightly more and confirm.,2025-08-23T15:40:46
J-0577,devon@yourcompany.com,Replacement shipment created. Tracking will be added once the label scans.,2025-08-19T15:40:46
J-0577,taylor@yourcompany.com,We’ve seen this at altitude. Please try opening the gas valve slightly more and confirm.,2025-08-08T15:40:46
J-0578,devon@yourcompany.com,Thanks for the report—can you share a 10–15s clip of the ignition attempt?,2025-07-26T15:40:46
J-0578,sam@yourcompany.com,Could you confirm if the inline filter was cleaned before the test?,2025-07-28T15:40:46
J-0578,alex@yourcompany.com,Thanks for the report—can you share a 10–15s clip of the ignition attempt?,2025-07-28T15:40:46
J-0579,alex@yourcompany.com,Could you confirm if the inline filter was cleaned before the test?,2025-09-06T15:40:46
J-0579,alex@yourcompany.com,Could you confirm if the inline filter was cleaned before the test?,2025-07-29T15:40:46
J-0579,jordan@yourcompany.com,Could you confirm if the inline filter was cleaned before the test?,2025-07-12T15:40:46
J-0580,jordan@yourcompany.com,Replacement shipment created. Tracking will be added once the label scans.,2025-07-27T15:40:46
J-0580,alex@yourcompany.com,Docs updated with a troubleshooting step; linking internally for QA.,2025-07-31T15:40:46
J-0581,sam@yourcompany.com,Could you confirm if the inline filter was cleaned before the test?,2025-07-26T15:40:46
J-0582,alex@yourcompany.com,Could you confirm if the inline filter was cleaned before the test?,2025-08-24T15:40:46
J-0582,sam@yourcompany.com,Docs updated with a troubleshooting step; linking internally for QA.,2025-07-31T15:40:46
J-0583,sam@yourcompany.com,Thanks for the report—can you share a 10–15s clip of the ignition attempt?,2025-07-21T15:40:46
J-0583,devon@yourcompany.com,Reproduced internally. Investigating regulator behavior in low temps.,2025-08-19T15:40:46
J-0584,jordan@yourcompany.com,Reproduced internally. Investigating regulator behavior in low temps.,2025-08-09T15:40:46
J-0584,sam@yourcompany.com,Docs updated with a troubleshooting step; linking internally for QA.,2025-08-08T15:40:46
J-0585,devon@yourcompany.com,Could you confirm if the inline filter was cleaned before the test?,2025-09-06T15:40:46
J-0585,sam@yourcompany.com,Docs updated with a troubleshooting step; linking internally for QA.,2025-08-23T15:40:46
J-0586,sam@yourcompany.com,Docs updated with a troubleshooting step; linking internally for QA.,2025-07-17T15:40:46
J-0586,alex@yourcompany.com,We’ve seen this at altitude. Please try opening the gas valve slightly more and confirm.,2025-07-26T15:40:46
J-0586,jordan@yourcompany.com,Docs updated with a troubleshooting step; linking internally for QA.,2025-09-01T15:40:46
J-0587,taylor@yourcompany.com,Docs updated with a troubleshooting step; linking internally for QA.,2025-08-07T15:40:46
J-0587,jordan@yourcompany.com,Thanks for the report—can you share a 10–15s clip of the ignition attempt?,2025-09-07T15:40:46
J-0588,jordan@yourcompany.com,We’ve seen this at altitude. Please try opening the gas valve slightly more and confirm.,2025-09-06T15:40:46
J-0589,alex@yourcompany.com,Reproduced internally. Investigating regulator behavior in low temps.,2025-08-05T15:40:46
J-0589,devon@yourcompany.com,Could you confirm if the inline filter was cleaned before the test?,2025-08-25T15:40:46
J-0589,sam@yourcompany.com,Thanks for the report—can you share a 10–15s clip of the ignition attempt?,2025-08-20T15:40:46
J-0590,devon@yourcompany.com,Reproduced internally. Investigating regulator behavior in low temps.,2025-07-27T15:40:46
J-0591,jordan@yourcompany.com,Replacement shipment created. Tracking will be added once the label scans.,2025-08-05T15:40:46
J-0591,taylor@yourcompany.com,Could you confirm if the inline filter was cleaned before the test?,2025-08-09T15:40:46
J-0592,taylor@yourcompany.com,Reproduced internally. Investigating regulator behavior in low temps.,2025-08-06T15:40:46
J-0592,jordan@yourcompany.com,Thanks for the report—can you share a 10–15s clip of the ignition attempt?,2025-07-31T15:40:46
J-0593,sam@yourcompany.com,Reproduced internally. Investigating regulator behavior in low temps.,2025-08-24T15:40:46
J-0593,jordan@yourcompany.com,Reproduced internally. Investigating regulator behavior in low temps.,2025-07-28T15:40:46
J-0594,devon@yourcompany.com,Replacement shipment created. Tracking will be added once the label scans.,2025-08-24T15:40:46
J-0594,sam@yourcompany.com,We’ve seen this at altitude. Please try opening the gas valve slightly more and confirm.,2025-08-10T15:40:46
J-0595,devon@yourcompany.com,Could you confirm if the inline filter was cleaned before the test?,2025-07-29T15:40:46
J-0596,alex@yourcompany.com,We’ve seen this at altitude. Please try opening the gas valve slightly more and confirm.,2025-07-12T15:40:46
J-0596,jordan@yourcompany.com,Docs updated with a troubleshooting step; linking internally for QA.,2025-08-10T15:40:46
J-0596,alex@yourcompany.com,Thanks for the report—can you share a 10–15s clip of the ignition attempt?,2025-08-30T15:40:46
J-0597,taylor@yourcompany.com,We’ve seen this at altitude. Please try opening the gas valve slightly more and confirm.,2025-08-16T15:40:46
J-0598,devon@yourcompany.com,Reproduced internally. Investigating regulator behavior in low temps.,2025-08-02T15:40:46
J-0599,devon@yourcompany.com,We’ve seen this at altitude. Please try opening the gas valve slightly more and confirm.,2025-07-19T15:40:46
J-0600,sam@yourcompany.com,Docs updated with a troubleshooting step; linking internally for QA.,2025-08-23T15:40:46
J-0600,jordan@yourcompany.com,Docs updated with a troubleshooting step; linking internally for QA.,2025-08-12T15:40:46
J-0601,devon@yourcompany.com,Replacement shipment created. Tracking will be added once the label scans.,2025-08-03T15:40:46
J-0601,taylor@yourcompany.com,Docs updated with a troubleshooting step; linking internally for QA.,2025-08-27T15:40:46
J-0602,taylor@yourcompany.com,Thanks for the report—can you share a 10–15s clip of the ignition attempt?,2025-08-06T15:40:46
J-0603,jordan@yourcompany.com,Docs updated with a troubleshooting step; linking internally for QA.,2025-08-13T15:40:46
J-0603,taylor@yourcompany.com,Docs updated with a troubleshooting step; linking internally for QA.,2025-07-15T15:40:46
J-0603,jordan@yourcompany.com,Could you confirm if the inline filter was cleaned before the test?,2025-08-26T15:40:46
J-0604,taylor@yourcompany.com,Replacement shipment created. Tracking will be added once the label scans.,2025-08-31T15:40:46
J-0605,devon@yourcompany.com,Thanks for the report—can you share a 10–15s clip of the ignition attempt?,2025-08-29T15:40:46
J-0605,devon@yourcompany.com,We’ve seen this at altitude. Please try opening the gas valve slightly more and confirm.,2025-07-16T15:40:46
J-0606,alex@yourcompany.com,Docs updated with a troubleshooting step; linking internally for QA.,2025-09-08T15:40:46
J-0607,sam@yourcompany.com,We’ve seen this at altitude. Please try opening the gas valve slightly more and confirm.,2025-09-05T15:40:46
J-0607,sam@yourcompany.com,We’ve seen this at altitude. Please try opening the gas valve slightly more and confirm.,2025-07-31T15:40:46
J-0608,devon@yourcompany.com,Reproduced internally. Investigating regulator behavior in low temps.,2025-08-22T15:40:46
J-0608,jordan@yourcompany.com,Could you confirm if the inline filter was cleaned before the test?,2025-08-03T15:40:46
J-0609,jordan@yourcompany.com,Replacement shipment created. Tracking will be added once the label scans.,2025-08-08T15:40:46
J-0610,alex@yourcompany.com,We’ve seen this at altitude. Please try opening the gas valve slightly more and confirm.,2025-07-28T15:40:46
J-0610,devon@yourcompany.com,Could you confirm if the inline filter was cleaned before the test?,2025-08-15T15:40:46
J-0610,taylor@yourcompany.com,Docs updated with a troubleshooting step; linking internally for QA.,2025-08-31T15:40:46
J-0611,alex@yourcompany.com,Docs updated with a troubleshooting step; linking internally for QA.,2025-08-19T15:40:46
J-0611,sam@yourcompany.com,Replacement shipment created. Tracking will be added once the label scans.,2025-08-02T15:40:46
J-0611,sam@yourcompany.com,Replacement shipment created. Tracking will be added once the label scans.,2025-08-25T15:40:46
J-0612,devon@yourcompany.com,We’ve seen this at altitude. Please try opening the gas valve slightly more and confirm.,2025-07-26T15:40:46
J-0612,devon@yourcompany.com,We’ve seen this at altitude. Please try opening the gas valve slightly more and confirm.,2025-09-04T15:40:46
J-0613,taylor@yourcompany.com,Docs updated with a troubleshooting step; linking internally for QA.,2025-09-04T15:40:46
J-0613,sam@yourcompany.com,Docs updated with a troubleshooting step; linking internally for QA.,2025-08-14T15:40:46
J-0613,alex@yourcompany.com,Docs updated with a troubleshooting step; linking internally for QA.,2025-07-31T15:40:46
J-0614,taylor@yourcompany.com,Docs updated with a troubleshooting step; linking internally for QA.,2025-07-26T15:40:46
J-0614,alex@yourcompany.com,Docs updated with a troubleshooting step; linking internally for QA.,2025-08-14T15:40:46
J-0614,alex@yourcompany.com,Reproduced internally. Investigating regulator behavior in low temps.,2025-08-03T15:40:46
J-0615,alex@yourcompany.com,Could you confirm if the inline filter was cleaned before the test?,2025-08-16T15:40:46
J-0615,jordan@yourcompany.com,We’ve seen this at altitude. Please try opening the gas valve slightly more and confirm.,2025-09-04T15:40:46
J-0615,sam@yourcompany.com,Could you confirm if the inline filter was cleaned before the test?,2025-07-19T15:40:46
J-0616,jordan@yourcompany.com,Docs updated with a troubleshooting step; linking internally for QA.,2025-08-08T15:40:46
J-0616,sam@yourcompany.com,Thanks for the report—can you share a 10–15s clip of the ignition attempt?,2025-08-17T15:40:46
J-0617,devon@yourcompany.com,Replacement shipment created. Tracking will be added once the label scans.,2025-08-31T15:40:46
J-0618,taylor@yourcompany.com,Thanks for the report—can you share a 10–15s clip of the ignition attempt?,2025-08-07T15:40:46
J-0618,alex@yourcompany.com,Reproduced internally. Investigating regulator behavior in low temps.,2025-08-09T15:40:46
J-0619,alex@yourcompany.com,Could you confirm if the inline filter was cleaned before the test?,2025-09-07T15:40:46
J-0620,alex@yourcompany.com,Could you confirm if the inline filter was cleaned before the test?,2025-08-24T15:40:46
J-0620,taylor@yourcompany.com,Replacement shipment created. Tracking will be added once the label scans.,2025-08-08T15:40:46
J-0620,taylor@yourcompany.com,Docs updated with a troubleshooting step; linking internally for QA.,2025-08-25T15:40:46
J-0621,jordan@yourcompany.com,We’ve seen this at altitude. Please try opening the gas valve slightly more and confirm.,2025-09-03T15:40:46
J-0622,taylor@yourcompany.com,Reproduced internally. Investigating regulator behavior in low temps.,2025-08-20T15:40:46
J-0622,jordan@yourcompany.com,Docs updated with a troubleshooting step; linking internally for QA.,2025-08-07T15:40:46
J-0623,taylor@yourcompany.com,Reproduced internally. Investigating regulator behavior in low temps.,2025-08-17T15:40:46
J-0624,devon@yourcompany.com,Replacement shipment created. Tracking will be added once the label scans.,2025-07-27T15:40:46
J-0624,alex@yourcompany.com,Thanks for the report—can you share a 10–15s clip of the ignition attempt?,2025-08-01T15:40:46
J-0625,sam@yourcompany.com,Thanks for the report—can you share a 10–15s clip of the ignition attempt?,2025-08-19T15:40:46
J-0625,devon@yourcompany.com,Could you confirm if the inline filter was cleaned before the test?,2025-09-06T15:40:46
J-0625,sam@yourcompany.com,Reproduced internally. Investigating regulator behavior in low temps.,2025-08-28T15:40:46
J-0626,taylor@yourcompany.com,Reproduced internally. Investigating regulator behavior in low temps.,2025-07-13T15:40:46
J-0627,sam@yourcompany.com,Replacement shipment created. Tracking will be added once the label scans.,2025-08-25T15:40:46
J-0627,sam@yourcompany.com,Reproduced internally. Investigating regulator behavior in low temps.,2025-07-13T15:40:46
J-0628,sam@yourcompany.com,Thanks for the report—can you share a 10–15s clip of the ignition attempt?,2025-07-31T15:40:46
J-0628,devon@yourcompany.com,Could you confirm if the inline filter was cleaned before the test?,2025-08-03T15:40:46
J-0628,jordan@yourcompany.com,Reproduced internally. Investigating regulator behavior in low temps.,2025-08-29T15:40:46
J-0629,sam@yourcompany.com,Reproduced internally. Investigating regulator behavior in low temps.,2025-08-29T15:40:46
J-0629,sam@yourcompany.com,Thanks for the report—can you share a 10–15s clip of the ignition attempt?,2025-08-05T15:40:46
J-0629,jordan@yourcompany.com,Reproduced internally. Investigating regulator behavior in low temps.,2025-08-10T15:40:46
J-0630,alex@yourcompany.com,We’ve seen this at altitude. Please try opening the gas valve slightly more and confirm.,2025-07-30T15:40:46
J-0630,taylor@yourcompany.com,Could you confirm if the inline filter was cleaned before the test?,2025-09-04T15:40:46
J-0631,taylor@yourcompany.com,Could you confirm if the inline filter was cleaned before the test?,2025-08-26T15:40:46
J-0632,taylor@yourcompany.com,Reproduced internally. Investigating regulator behavior in low temps.,2025-08-09T15:40:46
J-0632,devon@yourcompany.com,We’ve seen this at altitude. Please try opening the gas valve slightly more and confirm.,2025-07-27T15:40:46
J-0632,alex@yourcompany.com,We’ve seen this at altitude. Please try opening the gas valve slightly more and confirm.,2025-07-21T15:40:46
J-0633,jordan@yourcompany.com,Could you confirm if the inline filter was cleaned before the test?,2025-07-15T15:40:46
J-0633,sam@yourcompany.com,Docs updated with a troubleshooting step; linking internally for QA.,2025-07-30T15:40:46
J-0633,devon@yourcompany.com,Could you confirm if the inline filter was cleaned before the test?,2025-08-19T15:40:46
J-0634,jordan@yourcompany.com,Reproduced internally. Investigating regulator behavior in low temps.,2025-07-22T15:40:46
J-0634,sam@yourcompany.com,Could you confirm if the inline filter was cleaned before the test?,2025-07-20T15:40:46
J-0634,devon@yourcompany.com,Thanks for the report—can you share a 10–15s clip of the ignition attempt?,2025-08-03T15:40:46
J-0635,sam@yourcompany.com,We’ve seen this at altitude. Please try opening the gas valve slightly more and confirm.,2025-07-15T15:40:46
J-0635,taylor@yourcompany.com,Docs updated with a troubleshooting step; linking internally for QA.,2025-09-01T15:40:46
J-0635,alex@yourcompany.com,Replacement shipment created. Tracking will be added once the label scans.,2025-08-31T15:40:46
J-0636,devon@yourcompany.com,Replacement shipment created. Tracking will be added once the label scans.,2025-08-04T15:40:46
J-0637,taylor@yourcompany.com,Reproduced internally. Investigating regulator behavior in low temps.,2025-07-26T15:40:46
J-0637,sam@yourcompany.com,Docs updated with a troubleshooting step; linking internally for QA.,2025-07-17T15:40:46
J-0637,taylor@yourcompany.com,Could you confirm if the inline filter was cleaned before the test?,2025-08-24T15:40:46
J-0638,alex@yourcompany.com,Could you confirm if the inline filter was cleaned before the test?,2025-09-08T15:40:46
J-0638,taylor@yourcompany.com,Replacement shipment created. Tracking will be added once the label scans.,2025-08-16T15:40:46
J-0638,taylor@yourcompany.com,Replacement shipment created. Tracking will be added once the label scans.,2025-08-15T15:40:46
J-0639,alex@yourcompany.com,Docs updated with a troubleshooting step; linking internally for QA.,2025-08-04T15:40:46
J-0640,devon@yourcompany.com,Reproduced internally. Investigating regulator behavior in low temps.,2025-08-28T15:40:46
J-0640,alex@yourcompany.com,Reproduced internally. Investigating regulator behavior in low temps.,2025-08-20T15:40:46
J-0641,taylor@yourcompany.com,Replacement shipment created. Tracking will be added once the label scans.,2025-08-19T15:40:46
J-0641,jordan@yourcompany.com,We’ve seen this at altitude. Please try opening the gas valve slightly more and confirm.,2025-08-08T15:40:46
J-0641,sam@yourcompany.com,Replacement shipment created. Tracking will be added once the label scans.,2025-07-18T15:40:46
J-0642,devon@yourcompany.com,We’ve seen this at altitude. Please try opening the gas valve slightly more and confirm.,2025-08-15T15:40:46
J-0642,devon@yourcompany.com,Could you confirm if the inline filter was cleaned before the test?,2025-08-23T15:40:46
J-0643,jordan@yourcompany.com,Replacement shipment created. Tracking will be added once the label scans.,2025-08-07T15:40:46
J-0643,sam@yourcompany.com,Thanks for the report—can you share a 10–15s clip of the ignition attempt?,2025-09-03T15:40:46
J-0643,devon@yourcompany.com,Reproduced internally. Investigating regulator behavior in low temps.,2025-07-24T15:40:46
J-0644,alex@yourcompany.com,We’ve seen this at altitude. Please try opening the gas valve slightly more and confirm.,2025-09-03T15:40:46
J-0644,sam@yourcompany.com,Replacement shipment created. Tracking will be added once the label scans.,2025-07-21T15:40:46
J-0644,taylor@yourcompany.com,Replacement shipment created. Tracking will be added once the label scans.,2025-07-23T15:40:46
J-0645,sam@yourcompany.com,Replacement shipment created. Tracking will be added once the label scans.,2025-07-27T15:40:46
J-0645,alex@yourcompany.com,Replacement shipment created. Tracking will be added once the label scans.,2025-08-24T15:40:46
J-0646,jordan@yourcompany.com,Could you confirm if the inline filter was cleaned before the test?,2025-07-28T15:40:46
J-0646,sam@yourcompany.com,Thanks for the report—can you share a 10–15s clip of the ignition attempt?,2025-07-28T15:40:46
J-0646,sam@yourcompany.com,Could you confirm if the inline filter was cleaned before the test?,2025-08-25T15:40:46
J-0647,jordan@yourcompany.com,Could you confirm if the inline filter was cleaned before the test?,2025-08-24T15:40:46
J-0647,jordan@yourcompany.com,Docs updated with a troubleshooting step; linking internally for QA.,2025-07-29T15:40:46
J-0648,devon@yourcompany.com,Replacement shipment created. Tracking will be added once the label scans.,2025-08-30T15:40:46
J-0648,sam@yourcompany.com,Reproduced internally. Investigating regulator behavior in low temps.,2025-07-31T15:40:46
J-0648,taylor@yourcompany.com,Docs updated with a troubleshooting step; linking internally for QA.,2025-08-06T15:40:46
J-0649,jordan@yourcompany.com,Reproduced internally. Investigating regulator behavior in low temps.,2025-07-22T15:40:46
J-0650,jordan@yourcompany.com,Thanks for the report—can you share a 10–15s clip of the ignition attempt?,2025-08-07T15:40:46
J-0650,devon@yourcompany.com,Could you confirm if the inline filter was cleaned before the test?,2025-09-07T15:40:46
J-0651,jordan@yourcompany.com,Reproduced internally. Investigating regulator behavior in low temps.,2025-07-31T15:40:46
J-0651,sam@yourcompany.com,Docs updated with a troubleshooting step; linking internally for QA.,2025-07-16T15:40:46
J-0651,jordan@yourcompany.com,Replacement shipment created. Tracking will be added once the label scans.,2025-08-05T15:40:46
J-0652,alex@yourcompany.com,Thanks for the report—can you share a 10–15s clip of the ignition attempt?,2025-08-13T15:40:46
J-0652,taylor@yourcompany.com,Reproduced internally. Investigating regulator behavior in low temps.,2025-08-04T15:40:46
